train_loss,train_elbo_loss,epoch,step,val_ND,val_CRPS,val_NRMSE
0.10462673753499985,0.10462673753499985,78,10111,,,
0.10342270880937576,0.10342270880937576,79,10239,,,
0.10521932691335678,0.10521932691335678,80,10367,,,
0.10512450337409973,0.10512450337409973,81,10495,,,
0.10580626875162125,0.10580626875162125,82,10623,,,
0.10435253381729126,0.10435253381729126,83,10751,,,
0.10469477623701096,0.10469477623701096,84,10879,,,
0.10206365585327148,0.10206365585327148,85,11007,,,
0.10451050102710724,0.10451050102710724,86,11135,,,
0.10567490011453629,0.10567490011453629,87,11263,,,
0.10617484897375107,0.10617484897375107,88,11391,,,
0.10526192933320999,0.10526192933320999,89,11519,,,
0.10350650548934937,0.10350650548934937,90,11647,,,
0.10501235723495483,0.10501235723495483,91,11775,,,
0.10560590773820877,0.10560590773820877,92,11903,,,
0.10318873822689056,0.10318873822689056,93,12031,,,
0.10315385460853577,0.10315385460853577,94,12159,,,
0.10474801808595657,0.10474801808595657,95,12287,,,
0.10609323531389236,0.10609323531389236,96,12415,,,
0.10407405346632004,0.10407405346632004,97,12543,,,
0.10178836435079575,0.10178836435079575,98,12671,,,
0.1028444841504097,0.1028444841504097,99,12799,0.7107563430947134,0.591305197930639,1.4316805666549446
0.10403700172901154,0.10403700172901154,100,12927,,,
0.10197540372610092,0.10197540372610092,101,13055,,,
0.10304219275712967,0.10304219275712967,102,13183,,,
0.1019279882311821,0.1019279882311821,103,13311,,,
0.10063633322715759,0.10063633322715759,104,13439,,,
0.1017349362373352,0.1017349362373352,105,13567,,,
0.10291124135255814,0.10291124135255814,106,13695,,,
0.10127736628055573,0.10127736628055573,107,13823,,,
0.10031352192163467,0.10031352192163467,108,13951,,,
0.1021137461066246,0.1021137461066246,109,14079,,,
0.09997612982988358,0.09997612982988358,110,14207,,,
0.10036422312259674,0.10036422312259674,111,14335,,,
0.1004708930850029,0.1004708930850029,112,14463,,,
0.10329894721508026,0.10329894721508026,113,14591,,,
0.09982320666313171,0.09982320666313171,114,14719,,,
0.09986651688814163,0.09986651688814163,115,14847,,,
0.10108981281518936,0.10108981281518936,116,14975,,,
0.10131796449422836,0.10131796449422836,117,15103,,,
0.10051080584526062,0.10051080584526062,118,15231,,,
0.10083679854869843,0.10083679854869843,119,15359,,,
0.10173659026622772,0.10173659026622772,120,15487,,,
0.10062012076377869,0.10062012076377869,121,15615,,,
0.10093015432357788,0.10093015432357788,122,15743,,,
0.10030511021614075,0.10030511021614075,123,15871,,,
0.1016346663236618,0.1016346663236618,124,15999,,,
0.0994550958275795,0.0994550958275795,125,16127,,,
0.10196966677904129,0.10196966677904129,126,16255,,,
0.09858529269695282,0.09858529269695282,127,16383,,,
0.09978543967008591,0.09978543967008591,128,16511,,,
0.10015012323856354,0.10015012323856354,129,16639,,,
0.10087981820106506,0.10087981820106506,130,16767,,,
0.10092225670814514,0.10092225670814514,131,16895,,,
0.10056662559509277,0.10056662559509277,132,17023,,,
0.09988892823457718,0.09988892823457718,133,17151,,,
0.09916973114013672,0.09916973114013672,134,17279,,,
0.10056367516517639,0.10056367516517639,135,17407,,,
0.10118281841278076,0.10118281841278076,136,17535,,,
0.09817826747894287,0.09817826747894287,137,17663,,,
0.09950803220272064,0.09950803220272064,138,17791,,,
0.10104485601186752,0.10104485601186752,139,17919,,,
0.09886185824871063,0.09886185824871063,140,18047,,,
0.100731760263443,0.100731760263443,141,18175,,,
0.097023606300354,0.097023606300354,142,18303,,,
0.1013631746172905,0.1013631746172905,143,18431,,,
0.09871073067188263,0.09871073067188263,144,18559,,,
0.09945048391819,0.09945048391819,145,18687,,,
0.09871092438697815,0.09871092438697815,146,18815,,,
0.09748592972755432,0.09748592972755432,147,18943,,,
0.09753119945526123,0.09753119945526123,148,19071,,,
